condition,fold,round_id,run_id,sampling_strategy,catalog_remaining,candidate_pool_size,selected_batch_size,candidate_pool_mutated_positions_json,selected_mutated_positions_json,candidate_pool_unique_mutated_position_count,selected_unique_mutated_position_count,scientist_preferred_position_count,scientist_covers_all_configured_positions,scientist_preferred_residues_json,candidate_depth_1_count,candidate_depth_2_count,candidate_depth_3_count,candidate_depth_4_count,selected_depth_1_count,selected_depth_2_count,selected_depth_3_count,selected_depth_4_count,selected_mean_mutation_count,selected_min_mutation_count,selected_max_mutation_count,new_complete_variant_count_vs_pre_round_visible,new_mutated_position_count_vs_pre_round_visible,new_position_residue_pair_count_vs_pre_round_visible,new_mutated_position_count_vs_campaign_selected,new_position_residue_pair_count_vs_campaign_selected,hamming_one_from_previous_round_count,strict_add_one_from_previous_round_count,candidate_pool_receipt_path,scientist_conversation_path
kg_base_rag,1,2,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,knowledge_filtered,119426,32,16,"[39,40,41,54]","[39,40,41,54]",4,4,4,True,"{""39"":[""L"",""C"",""I""],""40"":[""Y"",""F"",""W""],""41"":[""G"",""A""],""54"":[""A"",""V""]}",0,8,14,10,0,5,6,5,3,2,4,16,0,0,0,3,8,2,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z/round_02/candidate_pool_receipt.json,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z/round_02/llm/scientist/conversations/00067_reasoning_draft_attempt-00.json
kg_base_rag,1,3,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,knowledge_filtered,119410,32,16,"[39,40,41,54]","[39,40,41,54]",4,4,4,True,"{""39"":[""L"",""I"",""C""],""40"":[""Y"",""F"",""W""],""41"":[""G"",""A""],""54"":[""A"",""V""]}",0,5,13,14,0,2,9,5,3.1875,2,4,16,0,0,0,8,13,6,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z/round_03/candidate_pool_receipt.json,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z/round_03/llm/scientist/conversations/00133_reasoning_draft_attempt-00.json
kg_base_rag,2,1,knowledge_agent-s11-f02-GB1-hierarchical-kg_base_rag-f02-20260820T222600583330Z,knowledge_filtered,119442,32,16,"[39,40,41,54]","[39,40,41,54]",4,4,4,True,"{""39"":[""L"",""I"",""C"",""V""],""40"":[""Y"",""W"",""F"",""H"",""A""],""41"":[""G""],""54"":[""A"",""C"",""V""]}",0,16,16,0,0,10,6,0,2.375,2,3,16,0,0,4,13,0,0,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f02-GB1-hierarchical-kg_base_rag-f02-20260820T222600583330Z/round_01/candidate_pool_receipt.json,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f02-GB1-hierarchical-kg_base_rag-f02-20260820T222600583330Z/round_01/llm/scientist/conversations/00001_reasoning_draft_attempt-00.json
kg_base_rag,2,2,knowledge_agent-s11-f02-GB1-hierarchical-kg_base_rag-f02-20260820T222600583330Z,knowledge_filtered,119426,32,16,"[39,40,41,54]","[39,40,41,54]",4,4,4,True,"{""39"":[""L"",""I"",""C""],""40"":[""Y"",""W"",""F"",""H"",""A""],""41"":[""G""],""54"":[""C"",""A"",""V""]}",0,10,20,2,0,4,10,2,2.875,2,4,16,0,0,0,6,10,7,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f02-GB1-hierarchical-kg_base_rag-f02-20260820T222600583330Z/round_02/candidate_pool_receipt.json,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f02-GB1-hierarchical-kg_base_rag-f02-20260820T222600583330Z/round_02/llm/scientist/conversations/00067_reasoning_draft_attempt-00.json
kg_base_rag,2,3,knowledge_agent-s11-f02-GB1-hierarchical-kg_base_rag-f02-20260820T222600583330Z,knowledge_filtered,119410,32,16,"[39,40,41,54]","[39,40,41,54]",4,4,4,True,"{""39"":[""L"",""I""],""40"":[""Y"",""W"",""F"",""H""],""41"":[""G""],""54"":[""C"",""A"",""V""]}",0,7,21,4,0,4,9,3,2.9375,2,4,16,0,0,0,10,11,5,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f02-GB1-hierarchical-kg_base_rag-f02-20260820T222600583330Z/round_03/candidate_pool_receipt.json,artifacts/hierarchical-scientist-kg_base_kg_base_rag_kg_base_al/runs/knowledge_agent-s11-f02-GB1-hierarchical-kg_base_rag-f02-20260820T222600583330Z/round_03/llm/scientist/conversations/00133_reasoning_draft_attempt-00.json
random,0,1,random-s42-f00-al96-random-20260820T102642879211Z,stable_uniform,119442,32,16,"[39,40,41,54]","[39,40,41,54]",4,4,0,False,{},0,2,2,28,0,2,0,14,3.75,2,4,16,0,0,4,42,0,0,artifacts/random-fitness-direct-s42-al96-collected-20260820T102640Z/runs/random-s42-f00-al96-random-20260820T102642879211Z/round_01/candidate_pool_receipt.json,
random,0,2,random-s42-f00-al96-random-20260820T102642879211Z,stable_uniform,119426,32,16,"[39,40,41,54]","[39,40,41,54]",4,4,0,False,{},0,0,3,29,0,0,1,15,3.9375,3,4,16,0,0,0,19,0,0,artifacts/random-fitness-direct-s42-al96-collected-20260820T102640Z/runs/random-s42-f00-al96-random-20260820T102642879211Z/round_02/candidate_pool_receipt.json,
random,0,3,random-s42-f00-al96-random-20260820T102642879211Z,stable_uniform,119410,32,16,"[39,40,41,54]","[39,40,41,54]",4,4,0,False,{},0,3,9,20,0,2,5,9,3.4375,2,4,16,0,0,0,10,0,0,artifacts/random-fitness-direct-s42-al96-collected-20260820T102640Z/runs/random-s42-f00-al96-random-20260820T102642879211Z/round_03/candidate_pool_receipt.json,
random,1,1,random-s42-f01-al96-random-20260820T102642882520Z,stable_uniform,119442,32,16,"[39,40,41,54]","[39,40,41,54]",4,4,0,False,{},0,0,8,24,0,0,4,12,3.75,3,4,16,0,0,4,39,0,0,artifacts/random-fitness-direct-s42-al96-collected-20260820T102640Z/runs/random-s42-f01-al96-random-20260820T102642882520Z/round_01/candidate_pool_receipt.json,
random,1,2,random-s42-f01-al96-random-20260820T102642882520Z,stable_uniform,119426,32,16,"[39,40,41,54]","[39,40,41,54]",4,4,0,False,{},0,0,5,27,0,0,2,14,3.875,3,4,16,0,0,0,17,0,0,artifacts/random-fitness-direct-s42-al96-collected-20260820T102640Z/runs/random-s42-f01-al96-random-20260820T102642882520Z/round_02/candidate_pool_receipt.json,
random,1,3,random-s42-f01-al96-random-20260820T102642882520Z,stable_uniform,119410,32,16,"[39,40,41,54]","[39,40,41,54]",4,4,0,False,{},0,0,7,25,0,0,2,14,3.875,3,4,16,0,0,0,12,0,0,artifacts/random-fitness-direct-s42-al96-collected-20260820T102640Z/runs/random-s42-f01-al96-random-20260820T102642882520Z/round_03/candidate_pool_receipt.json,
random,2,1,random-s42-f02-al96-random-20260820T103525062996Z,stable_uniform,119442,32,16,"[39,40,41,54]","[39,40,41,54]",4,4,0,False,{},0,1,10,21,0,0,8,8,3.5,3,4,16,0,0,4,46,0,0,artifacts/random-fitness-direct-s42-al96-collected-20260820T102640Z/runs/random-s42-f02-al96-random-20260820T103525062996Z/round_01/candidate_pool_receipt.json,
random,2,2,random-s42-f02-al96-random-20260820T103525062996Z,stable_uniform,119426,32,16,"[39,40,41,54]","[39,40,41,54]",4,4,0,False,{},0,0,4,28,0,0,0,16,4,4,4,16,0,0,0,14,0,0,artifacts/random-fitness-direct-s42-al96-collected-20260820T102640Z/runs/random-s42-f02-al96-random-20260820T103525062996Z/round_02/candidate_pool_receipt.json,
random,2,3,random-s42-f02-al96-random-20260820T103525062996Z,stable_uniform,119410,32,16,"[39,40,41,54]","[39,40,41,54]",4,4,0,False,{},0,1,4,27,0,0,2,14,3.875,3,4,16,0,0,0,7,0,0,artifacts/random-fitness-direct-s42-al96-collected-20260820T102640Z/runs/random-s42-f02-al96-random-20260820T103525062996Z/round_03/candidate_pool_receipt.json,
