condition,fold,round_id,run_id,receipt_type,arm,n,wet_mean,wet_median,wet_max,predicted_mean,fraction_le_0_05,fraction_ge_2
kg_base_rag,0,3,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,agent_uq_8_3_3_2,coverage_exploration,3,2.01659606027,1.54730953215,4.49222585755,1.0741666158,0.333333333333,0.333333333333
kg_base_rag,0,3,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,agent_uq_8_3_3_2,evidence_prior,3,0.224851272444,0.124293605321,0.541904012778,1.77931563059,0.333333333333,0
kg_base_rag,0,3,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,agent_uq_8_3_3_2,hypothesis_target,8,2.73646729236,3.04659928142,4.02906611368,2.8741851747,0.125,0.75
kg_base_rag,0,3,knowledge_agent-s11-f00-GB1-hierarchical-kg_base_rag-f00-20260820T215844674788Z,agent_uq_8_3_3_2,matched_control,2,0.0852754576314,0.0852754576314,0.166000555526,0.949373066425,0.5,0
kg_base_rag,1,1,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,agent_uq_8_3_3_2,coverage_exploration,3,0.0583281666933,0.00390533249083,0.167916667572,1.41601157188,0.666666666667,0
kg_base_rag,1,1,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,agent_uq_8_3_3_2,evidence_prior,3,1.85755235343,1.18270190189,4.02906611368,2.50323255857,0,0.333333333333
kg_base_rag,1,1,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,agent_uq_8_3_3_2,hypothesis_target,8,1.74099132722,1.64142639109,4.89372839841,2.12672948837,0.125,0.5
kg_base_rag,1,1,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,agent_uq_8_3_3_2,matched_control,2,1.2950864444,1.2950864444,2.5805060492,1.25847750902,0.5,0.5
kg_base_rag,1,2,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,agent_uq_8_3_3_2,coverage_exploration,3,2.18370917954,2.46026283378,3.72027820633,2.67317247391,0,0.666666666667
kg_base_rag,1,2,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,agent_uq_8_3_3_2,evidence_prior,3,1.83007121826,0.378165613853,5.07529943739,2.59828547637,0.333333333333,0.333333333333
kg_base_rag,1,2,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,agent_uq_8_3_3_2,hypothesis_target,8,2.43648386639,2.63474547666,4.04596052161,2.63708235323,0,0.625
kg_base_rag,1,2,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,agent_uq_8_3_3_2,matched_control,2,1.13402778389,1.13402778389,2.18915278958,1.76531940699,0,0.5
kg_base_rag,1,3,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,agent_uq_8_3_3_2,coverage_exploration,3,0.0284963074129,0.0304537038679,0.0461938204738,1.08984365066,1,0
kg_base_rag,1,3,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,agent_uq_8_3_3_2,evidence_prior,3,1.96946317085,2.03773137664,2.9257530725,1.24132702748,0,0.666666666667
kg_base_rag,1,3,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,agent_uq_8_3_3_2,hypothesis_target,8,0.865500235057,0.363454278253,3.16744549033,1.39984429628,0.125,0.25
kg_base_rag,1,3,knowledge_agent-s11-f01-GB1-hierarchical-kg_base_rag-f01-20260820T221240262683Z,agent_uq_8_3_3_2,matched_control,2,0.0557277854981,0.0557277854981,0.107783321687,0.631444960833,0.5,0
kg_base_rag,2,1,knowledge_agent-s11-f02-GB1-hierarchical-kg_base_rag-f02-20260820T222600583330Z,agent_uq_8_3_3_2,coverage_exploration,3,2.64524066988,2.70609039018,2.80027310747,1.95269258817,0,1
kg_base_rag,2,1,knowledge_agent-s11-f02-GB1-hierarchical-kg_base_rag-f02-20260820T222600583330Z,agent_uq_8_3_3_2,evidence_prior,3,3.95634741921,4.38774529032,5.07529943739,3.46425382296,0,1
kg_base_rag,2,1,knowledge_agent-s11-f02-GB1-hierarchical-kg_base_rag-f02-20260820T222600583330Z,agent_uq_8_3_3_2,hypothesis_target,8,2.46115142058,2.30308473819,4.23915557841,2.22233873606,0,0.875
kg_base_rag,2,1,knowledge_agent-s11-f02-GB1-hierarchical-kg_base_rag-f02-20260820T222600583330Z,agent_uq_8_3_3_2,matched_control,2,0.014013762534,0.014013762534,0.0178472869179,0.404974102974,1,0
kg_base_rag,2,2,knowledge_agent-s11-f02-GB1-hierarchical-kg_base_rag-f02-20260820T222600583330Z,agent_uq_8_3_3_2,coverage_exploration,3,0.90470139799,0.22251253204,2.47369898132,0.89371997118,0.333333333333,0.333333333333
kg_base_rag,2,2,knowledge_agent-s11-f02-GB1-hierarchical-kg_base_rag-f02-20260820T222600583330Z,agent_uq_8_3_3_2,evidence_prior,3,3.90570393809,3.95087308632,4.04596052161,3.95697681109,0,1
kg_base_rag,2,2,knowledge_agent-s11-f02-GB1-hierarchical-kg_base_rag-f02-20260820T222600583330Z,agent_uq_8_3_3_2,hypothesis_target,8,2.93555948293,3.35790516635,4.33564342865,3.65949368477,0,0.875
kg_base_rag,2,2,knowledge_agent-s11-f02-GB1-hierarchical-kg_base_rag-f02-20260820T222600583330Z,agent_uq_8_3_3_2,matched_control,2,0.00274333296813,0.00274333296813,0.00414312017738,0.757433742285,1,0
kg_base_rag,2,3,knowledge_agent-s11-f02-GB1-hierarchical-kg_base_rag-f02-20260820T222600583330Z,agent_uq_8_3_3_2,coverage_exploration,3,0.695004645936,0.505034033267,1.57049240449,1.85837717851,0.333333333333,0
kg_base_rag,2,3,knowledge_agent-s11-f02-GB1-hierarchical-kg_base_rag-f02-20260820T222600583330Z,agent_uq_8_3_3_2,evidence_prior,3,1.86507683576,2.26769974438,3.31082193929,2.32928387324,0.333333333333,0.666666666667
kg_base_rag,2,3,knowledge_agent-s11-f02-GB1-hierarchical-kg_base_rag-f02-20260820T222600583330Z,agent_uq_8_3_3_2,hypothesis_target,8,1.91567163939,2.17716791848,4.02906611368,2.40921728313,0.25,0.625
kg_base_rag,2,3,knowledge_agent-s11-f02-GB1-hierarchical-kg_base_rag-f02-20260820T222600583330Z,agent_uq_8_3_3_2,matched_control,2,0.101930481519,0.101930481519,0.199852431633,1.03404140472,0.5,0
